web-scraper-order,web-scraper-start-url,categories,categories-href,page,plants,plants-href,plant_name,plant_price,plant_des,plant_img-src,additional_img-src
"1701424271-94","https://piante.ca/","Small Plants","https://piante.ca/collections/small-plants","","4"" Rubber Plant Burgundy
$24.99","https://piante.ca/collections/small-plants/products/4-rubber-plant","4"" Rubber Plant Burgundy","$24.99","Rubber Plant Tineke, also known as Variegated Rubber Plant, is distinguishable by its patterned leaves of varying shades including, green, white, pink or red. To help the leaves maintain their variety of colours, keep the plant in bright, indirect sunlight. Rubber Plants can be enjoyed as small to medium indoor house plants by restricting them to smaller pots or grown to become a focal point as a stunning indoor tree. Take good care of your plant, and it can grow up to fifty feet tall!","//piante.ca/cdn/shop/products/4-rubber-plant-burgundy-piante-plants_360x.png?v=1641265427 360w, //piante.ca/cdn/shop/products/4-rubber-plant-burgundy-piante-plants_540x.png?v=1641265427 540w, //piante.ca/cdn/shop/products/4-rubber-plant-burgundy-piante-plants_720x.png?v=1641265427 720w, //piante.ca/cdn/shop/products/4-rubber-plant-burgundy-piante-plants_900x.png?v=1641265427 900w, //piante.ca/cdn/shop/products/4-rubber-plant-burgundy-piante-plants_1080x.png?v=1641265427 1080w",""
"1701424273-95","https://piante.ca/","Small Plants","https://piante.ca/collections/small-plants","","4"" Rubber Plant Tineke
$24.99","https://piante.ca/collections/small-plants/products/4-rubber-plant-tineke","4"" Rubber Plant Tineke","$24.99","Rubber Plant Tineke, also known as Ficus elastica, is distinguishable by its patterned leaves of varying shades including, green, white, pink or red. To help the leaves maintain their variety of colours, keep the plant in bright, indirect sunlight. Belonging to the fig family, Moraceae, these plants don't just look good, they also help to clean the air of pollutants. Rubber Plants can be enjoyed as small to medium indoor house plants by restricting them to smaller pots or grown to become a focal point as a stunning indoor tree. Take good care of your plant, and it can grow to staggering heights!","//piante.ca/cdn/shop/products/4-rubber-plant-tineke-piante-plants_360x.png?v=1641265432 360w, //piante.ca/cdn/shop/products/4-rubber-plant-tineke-piante-plants_540x.png?v=1641265432 540w, //piante.ca/cdn/shop/products/4-rubber-plant-tineke-piante-plants_720x.png?v=1641265432 720w, //piante.ca/cdn/shop/products/4-rubber-plant-tineke-piante-plants_900x.png?v=1641265432 900w, //piante.ca/cdn/shop/products/4-rubber-plant-tineke-piante-plants_1080x.png?v=1641265432 1080w",""
"1701424275-96","https://piante.ca/","Small Plants","https://piante.ca/collections/small-plants","","Tillandsia Xerographica
from $33.90","https://piante.ca/collections/small-plants/products/tillandsia-xerographica","Tillandsia Xerographica","$33.90","This stunning air plant is one of those pieces that you’d definitely want to put on display. In fact, it wouldn’t be dubbed as the “Queen of Air Plants” for no reason! This slow-growing epiphyte’s majestic appeal, curling leaf structure, and spherical form will surely catch anyone’s attention. The long and silvery-green leaves give this plant a distinct look by spiraling around themselves as they grow. Xeros also feature an impressive red and yellow flower spike.","//piante.ca/cdn/shop/products/tillandsia-xerographica-piante-plants-1_360x.png?v=1645235809 360w, //piante.ca/cdn/shop/products/tillandsia-xerographica-piante-plants-1_540x.png?v=1645235809 540w, //piante.ca/cdn/shop/products/tillandsia-xerographica-piante-plants-1_720x.png?v=1645235809 720w, //piante.ca/cdn/shop/products/tillandsia-xerographica-piante-plants-1_900x.png?v=1645235809 900w, //piante.ca/cdn/shop/products/tillandsia-xerographica-piante-plants-1_1080x.png?v=1645235809 1080w","//piante.ca/cdn/shop/products/tillandsia-xerographica-piante-plants-2_360x.png?v=1645235813 360w, //piante.ca/cdn/shop/products/tillandsia-xerographica-piante-plants-2_540x.png?v=1645235813 540w, //piante.ca/cdn/shop/products/tillandsia-xerographica-piante-plants-2_720x.png?v=1645235813 720w, //piante.ca/cdn/shop/products/tillandsia-xerographica-piante-plants-2_900x.png?v=1645235813 900w, //piante.ca/cdn/shop/products/tillandsia-xerographica-piante-plants-2_1080x.png?v=1645235813 1080w"
"1701424277-97","https://piante.ca/","Small Plants","https://piante.ca/collections/small-plants","","4"" Coffee
$23.99","https://piante.ca/collections/small-plants/products/4-coffee-plant","4"" Coffee","$23.99","With its beautiful foliage and resilient nature, the Coffee plant’s popularity as an indoor houseplant continues to rise to the top. While the growing conditions in your home may not be sufficient to produce fruits, this plant’s large, dark green, glossy leaves with ruffled edges make up for this. They give the right amount of greenery and help purify the air indoors. Coffee plants have a compact growth habit and produce small, sweetly scented, and star-shaped white flowers.
 
*Plants may be smaller than pictured*","//piante.ca/cdn/shop/products/4-coffee-piante-plants_360x.png?v=1641265257 360w, //piante.ca/cdn/shop/products/4-coffee-piante-plants_540x.png?v=1641265257 540w, //piante.ca/cdn/shop/products/4-coffee-piante-plants_720x.png?v=1641265257 720w, //piante.ca/cdn/shop/products/4-coffee-piante-plants_900x.png?v=1641265257 900w, //piante.ca/cdn/shop/products/4-coffee-piante-plants_1080x.png?v=1641265257 1080w",""
"1701424280-98","https://piante.ca/","Small Plants","https://piante.ca/collections/small-plants","","4"" Rubber Plant Ruby
$24.99","https://piante.ca/collections/small-plants/products/4-rubber-plant-ruby","4"" Rubber Plant Ruby","$24.99","The Rubber Plant Ruby is distinguishable by its patterned leaves of varying shades including pink, red, white and green. To help the leaves maintain their variety of colours, keep the plant in bright, indirect sunlight. Rubber Plants can be enjoyed as small to medium indoor house plants by restricting them to smaller pots or grown to become a focal point as a stunning indoor tree. Take good care of your plant, and it can grow up to fifty feet tall!","//piante.ca/cdn/shop/products/4-rubber-plant-ruby-piante-plants_360x.png?v=1641265490 360w, //piante.ca/cdn/shop/products/4-rubber-plant-ruby-piante-plants_540x.png?v=1641265490 540w, //piante.ca/cdn/shop/products/4-rubber-plant-ruby-piante-plants_720x.png?v=1641265490 720w, //piante.ca/cdn/shop/products/4-rubber-plant-ruby-piante-plants_900x.png?v=1641265490 900w, //piante.ca/cdn/shop/products/4-rubber-plant-ruby-piante-plants_1080x.png?v=1641265490 1080w",""
"1701424282-99","https://piante.ca/","Small Plants","https://piante.ca/collections/small-plants","","4"" Monstera Minima
$25.99","https://piante.ca/collections/small-plants/products/4-monstera-minima","4"" Monstera Minima","$25.99","This variety of philodendron is a must-have addition to your indoor jungle. This plant is well known for it's stunning heart-shaped, split leaves in a striking deep green colour, that can easily grow to massive widths. Monstera has a tendency to grow out and down, but place a moss-covered poll in the soil and watch in awe as this plant clings to it with aerial roots.","//piante.ca/cdn/shop/products/4-monstera-minima-piante-plants-1_360x.png?v=1641265354 360w, //piante.ca/cdn/shop/products/4-monstera-minima-piante-plants-1_540x.png?v=1641265354 540w, //piante.ca/cdn/shop/products/4-monstera-minima-piante-plants-1_720x.png?v=1641265354 720w, //piante.ca/cdn/shop/products/4-monstera-minima-piante-plants-1_900x.png?v=1641265354 900w, //piante.ca/cdn/shop/products/4-monstera-minima-piante-plants-1_1080x.png?v=1641265354 1080w","//piante.ca/cdn/shop/products/4-monstera-minima-piante-plants-2_360x.png?v=1641265366 360w, //piante.ca/cdn/shop/products/4-monstera-minima-piante-plants-2_540x.png?v=1641265366 540w, //piante.ca/cdn/shop/products/4-monstera-minima-piante-plants-2_720x.png?v=1641265366 720w, //piante.ca/cdn/shop/products/4-monstera-minima-piante-plants-2_900x.png?v=1641265366 900w, //piante.ca/cdn/shop/products/4-monstera-minima-piante-plants-2_1080x.png?v=1641265366 1080w"
"1701424284-100","https://piante.ca/","Small Plants","https://piante.ca/collections/small-plants","","4"" Money Tree
$34.99","https://piante.ca/collections/small-plants/products/4-money-tree-pachira","4"" Money Tree","$34.99","Heralded around the world for its ability to bring wealth and prosperity into its plant parent's home, this Money Tree is a beautiful addition to any space. Money Trees prefer to be in bright indirect light and are a beginner's dream because of their tolerance for moist soil. Their intricately braided trunks and an array of five light green leaves radiating from each stem are full of symbolism and are stunning to look at.","//piante.ca/cdn/shop/products/4-money-tree-piante-plants_360x.png?v=1641265351 360w, //piante.ca/cdn/shop/products/4-money-tree-piante-plants_540x.png?v=1641265351 540w, //piante.ca/cdn/shop/products/4-money-tree-piante-plants_720x.png?v=1641265351 720w, //piante.ca/cdn/shop/products/4-money-tree-piante-plants_900x.png?v=1641265351 900w, //piante.ca/cdn/shop/products/4-money-tree-piante-plants_1080x.png?v=1641265351 1080w",""
"1701424286-101","https://piante.ca/","Small Plants","https://piante.ca/collections/small-plants","","3.25"" Bunny Ear Cactus
$27.99","https://piante.ca/collections/small-plants/products/325-bunny-ear-cactus","3.25"" Bunny Ear Cactus","$27.99","Cacti are succulents, but their fleshy stems are what set them apart from the broad plant group. Unlike the others, these plants store water and moisture in their green, photosynthetic, and cylindrical or flattened stems. They come in different shapes, sizes, and colours, so you have plenty of choices! Give them the right care, and these prickly plants will show you beautiful flowers.","//piante.ca/cdn/shop/products/3-25-bunny-ear-cactus-piante-plants-1_360x.png?v=1641265050 360w, //piante.ca/cdn/shop/products/3-25-bunny-ear-cactus-piante-plants-1_540x.png?v=1641265050 540w, //piante.ca/cdn/shop/products/3-25-bunny-ear-cactus-piante-plants-1_720x.png?v=1641265050 720w, //piante.ca/cdn/shop/products/3-25-bunny-ear-cactus-piante-plants-1_900x.png?v=1641265050 900w, //piante.ca/cdn/shop/products/3-25-bunny-ear-cactus-piante-plants-1_1080x.png?v=1641265050 1080w","//piante.ca/cdn/shop/products/3-25-bunny-ear-cactus-piante-plants-2_360x.png?v=1641265059 360w, //piante.ca/cdn/shop/products/3-25-bunny-ear-cactus-piante-plants-2_540x.png?v=1641265059 540w, //piante.ca/cdn/shop/products/3-25-bunny-ear-cactus-piante-plants-2_720x.png?v=1641265059 720w, //piante.ca/cdn/shop/products/3-25-bunny-ear-cactus-piante-plants-2_900x.png?v=1641265059 900w, //piante.ca/cdn/shop/products/3-25-bunny-ear-cactus-piante-plants-2_1080x.png?v=1641265059 1080w"
"1701424289-102","https://piante.ca/","Small Plants","https://piante.ca/collections/small-plants","","4"" Alocasia Polly
$29.99","https://piante.ca/collections/small-plants/products/4-alocasia-polly","4"" Alocasia Polly","$29.99","Alocasia is a common houseplant recognized for its large, broad, and arrow-shaped leaves. This perennial beauty comes in lots of varieties with different sizes and leaf features. You will find them in varying hues of green, with some types featuring splotches of purple, copper, or black. Each leaf flaunts striking white veins, making this intriguing plant even more eye-catching and décor-worthy.","//piante.ca/cdn/shop/products/4-alocasia-polly-piante-plants_360x.png?v=1641265224 360w, //piante.ca/cdn/shop/products/4-alocasia-polly-piante-plants_540x.png?v=1641265224 540w, //piante.ca/cdn/shop/products/4-alocasia-polly-piante-plants_720x.png?v=1641265224 720w, //piante.ca/cdn/shop/products/4-alocasia-polly-piante-plants_900x.png?v=1641265224 900w, //piante.ca/cdn/shop/products/4-alocasia-polly-piante-plants_1080x.png?v=1641265224 1080w",""
"1701424291-103","https://piante.ca/","Small Plants","https://piante.ca/collections/small-plants","","4"" Peperomia Green Ripple
$23.99","https://piante.ca/collections/small-plants/products/4-peperomia-green-ripple","4"" Peperomia Green Ripple","$23.99","Sporting heart shaped leaves with deep puckering ripples, Peperomia caperata really stands out. Because of their succulent-like stems, these plants tend to be droopy drama queens when overwatered, but will quickly perk back up once their soil dries out. With colours varying from greens, to reds and silvery-whites, you can always fit a Peperomia into your style.","//piante.ca/cdn/shop/products/4-peperomia-ripple-piante-plants-1_360x.png?v=1641265385 360w, //piante.ca/cdn/shop/products/4-peperomia-ripple-piante-plants-1_540x.png?v=1641265385 540w, //piante.ca/cdn/shop/products/4-peperomia-ripple-piante-plants-1_720x.png?v=1641265385 720w, //piante.ca/cdn/shop/products/4-peperomia-ripple-piante-plants-1_900x.png?v=1641265385 900w, //piante.ca/cdn/shop/products/4-peperomia-ripple-piante-plants-1_1080x.png?v=1641265385 1080w",""
"1701424293-104","https://piante.ca/","Small Plants","https://piante.ca/collections/small-plants","","4"" Peace Lily
$27.99","https://piante.ca/collections/small-plants/products/4-peace-lily","4"" Peace Lily","$27.99","Peace Lily is a classic ornamental plant and a long-time favourite of many plant hobbyists and collectors. While its flowers remind you of calla lilies, this famed air cleaning plant is not a true lily since it’s actually a part of the Arum family. The leaves are attractive as they are - glossy, dark green, and lance-shaped that arch out from the plant’s base. Yet, the white flowers are the main attraction. They form a club-like cluster, surrounded by an elegant white bract.
 
*May have small bract growth*","//piante.ca/cdn/shop/products/4-peace-lily-piante-plants_360x.png?v=1641265385 360w, //piante.ca/cdn/shop/products/4-peace-lily-piante-plants_540x.png?v=1641265385 540w, //piante.ca/cdn/shop/products/4-peace-lily-piante-plants_720x.png?v=1641265385 720w, //piante.ca/cdn/shop/products/4-peace-lily-piante-plants_900x.png?v=1641265385 900w, //piante.ca/cdn/shop/products/4-peace-lily-piante-plants_1080x.png?v=1641265385 1080w",""
"1701424295-105","https://piante.ca/","Small Plants","https://piante.ca/collections/small-plants","","4"" Fittonia
$21.99","https://piante.ca/collections/small-plants/products/4-fittonia","4"" Fittonia","$21.99","Also known as ""Nerve Plant"" or ""Mosaic Plant"", this tropical house plant is identifiable by its bright, delicate veins that contrast beautifully against its dark green foliage. Fittonia is a low-growing plant which makes it perfect for hanging baskets and terrariums. Like most people, this beautiful plant likes to be dramatic and is known to wilt if they don't receive the right amount of watering but quickly bounce back with a little attention.","//piante.ca/cdn/shop/products/4-fittonia-piante-plants-1_360x.png?v=1641265273 360w, //piante.ca/cdn/shop/products/4-fittonia-piante-plants-1_540x.png?v=1641265273 540w, //piante.ca/cdn/shop/products/4-fittonia-piante-plants-1_720x.png?v=1641265273 720w, //piante.ca/cdn/shop/products/4-fittonia-piante-plants-1_900x.png?v=1641265273 900w, //piante.ca/cdn/shop/products/4-fittonia-piante-plants-1_1080x.png?v=1641265273 1080w","//piante.ca/cdn/shop/products/4-fittonia-piante-plants-2_360x.png?v=1641265289 360w, //piante.ca/cdn/shop/products/4-fittonia-piante-plants-2_540x.png?v=1641265289 540w, //piante.ca/cdn/shop/products/4-fittonia-piante-plants-2_720x.png?v=1641265289 720w, //piante.ca/cdn/shop/products/4-fittonia-piante-plants-2_900x.png?v=1641265289 900w, //piante.ca/cdn/shop/products/4-fittonia-piante-plants-2_1080x.png?v=1641265289 1080w"
"1701424298-106","https://piante.ca/","Small Plants","https://piante.ca/collections/small-plants","","4"" Black ZZ Plant
$37.99","https://piante.ca/collections/small-plants/products/4-black-zz-plant","4"" Black ZZ Plant","$37.99","Zamioculcas Oscura
This rare, exquisite beauty is known for its shiny, deep, black leaves that grow in an upward positioin. With a bold visual presence that looks stunning on its own or grouped amongst vibrant green tropical foliage, the Black ZZ plant is sure to make a statement. Moreover, it’s one of the hardest plants to kill, making it the perfect choice for beginners and busy plant parents!
* This item is limited to one per order*","//piante.ca/cdn/shop/products/4-black-zz-plant-piante-plants_360x.png?v=1641265257 360w, //piante.ca/cdn/shop/products/4-black-zz-plant-piante-plants_540x.png?v=1641265257 540w, //piante.ca/cdn/shop/products/4-black-zz-plant-piante-plants_720x.png?v=1641265257 720w, //piante.ca/cdn/shop/products/4-black-zz-plant-piante-plants_900x.png?v=1641265257 900w, //piante.ca/cdn/shop/products/4-black-zz-plant-piante-plants_1080x.png?v=1641265257 1080w",""
"1701424300-107","https://piante.ca/","Small Plants","https://piante.ca/collections/small-plants","","4"" Juniper Bonsai
$30.99","https://piante.ca/collections/small-plants/products/4-juniper-bonsai","4"" Juniper Bonsai","$30.99","Recognized as one of the most popular types of bonsai, Juniper has been a favorite of many bonsai enthusiasts for its impressive appearance. It’s great for beginners, too, since it’s easy to care for and won’t mind if you pay a little attention. Depending on the type of Juniper Bonsai, the leaves can either be scale-like or needle-like. Its small form, combined with lush greenery, adds a dramatic display to your space.","//piante.ca/cdn/shop/products/4-juniper-bonsai-piante-plants-1_360x.png?v=1641265353 360w, //piante.ca/cdn/shop/products/4-juniper-bonsai-piante-plants-1_540x.png?v=1641265353 540w, //piante.ca/cdn/shop/products/4-juniper-bonsai-piante-plants-1_720x.png?v=1641265353 720w, //piante.ca/cdn/shop/products/4-juniper-bonsai-piante-plants-1_900x.png?v=1641265353 900w, //piante.ca/cdn/shop/products/4-juniper-bonsai-piante-plants-1_1080x.png?v=1641265353 1080w","//piante.ca/cdn/shop/products/4-juniper-bonsai-piante-plants-2_360x.png?v=1641265368 360w, //piante.ca/cdn/shop/products/4-juniper-bonsai-piante-plants-2_540x.png?v=1641265368 540w, //piante.ca/cdn/shop/products/4-juniper-bonsai-piante-plants-2_720x.png?v=1641265368 720w, //piante.ca/cdn/shop/products/4-juniper-bonsai-piante-plants-2_900x.png?v=1641265368 900w, //piante.ca/cdn/shop/products/4-juniper-bonsai-piante-plants-2_1080x.png?v=1641265368 1080w"
"1701424302-108","https://piante.ca/","Small Plants","https://piante.ca/collections/small-plants","","3.25"" Pitcher Plant
$27.99","https://piante.ca/collections/small-plants/products/325-pitcher-plant","3.25"" Pitcher Plant","$27.99","The Pitcher Plant is one of the most fascinating carnivorous plants that can attract anyone’s attention in an instant. A great conversation piece, it flaunts fleshy funnels or pitcher-like tubes that trap insects and small animals. The elongated, pitcher-like traps, in fact, are the plant’s specialized leaves. It’s the perfect plant if you’re looking to add an exotic plant display in your home, office, or garden.","//piante.ca/cdn/shop/products/3-25-pitcher-plant-piante-plants-1_360x.png?v=1641265146 360w, //piante.ca/cdn/shop/products/3-25-pitcher-plant-piante-plants-1_540x.png?v=1641265146 540w, //piante.ca/cdn/shop/products/3-25-pitcher-plant-piante-plants-1_720x.png?v=1641265146 720w, //piante.ca/cdn/shop/products/3-25-pitcher-plant-piante-plants-1_900x.png?v=1641265146 900w, //piante.ca/cdn/shop/products/3-25-pitcher-plant-piante-plants-1_1080x.png?v=1641265146 1080w","//piante.ca/cdn/shop/products/3-25-pitcher-plant-piante-plants-2_360x.png?v=1641265162 360w, //piante.ca/cdn/shop/products/3-25-pitcher-plant-piante-plants-2_540x.png?v=1641265162 540w, //piante.ca/cdn/shop/products/3-25-pitcher-plant-piante-plants-2_720x.png?v=1641265162 720w, //piante.ca/cdn/shop/products/3-25-pitcher-plant-piante-plants-2_900x.png?v=1641265162 900w, //piante.ca/cdn/shop/products/3-25-pitcher-plant-piante-plants-2_1080x.png?v=1641265162 1080w"
"1701424309-109","https://piante.ca/","Mini Plants","https://piante.ca/collections/mini-plants","https://piante.ca/collections/mini-plants?page=2","Tillandsia Melanocrater
from $23.99","https://piante.ca/collections/mini-plants/products/tillandsia-melanocrater","Tillandsia Melanocrater","$23.99","Tillandsia Melanocrater is a type of air plant native to Central America. A famed not-so-ordinary houseplant that your guests will surely adore, this epiphytic species produces thin, long, and hard leaves that culminate in a sharp tip. The grassy leaves are deep green, while the flowers are long and blue, pink, or purple with small “ears.” After flowering, this low maintenance plant will die, but the “pups” or offsets produced around the base will continue the life cycle.","//piante.ca/cdn/shop/products/TillandsiaMelanocrater_360x.png?v=1663688825 360w, //piante.ca/cdn/shop/products/TillandsiaMelanocrater_540x.png?v=1663688825 540w, //piante.ca/cdn/shop/products/TillandsiaMelanocrater_720x.png?v=1663688825 720w, //piante.ca/cdn/shop/products/TillandsiaMelanocrater_900x.png?v=1663688825 900w, //piante.ca/cdn/shop/products/TillandsiaMelanocrater_1080x.png?v=1663688825 1080w",""
"1701424311-110","https://piante.ca/","Mini Plants","https://piante.ca/collections/mini-plants","https://piante.ca/collections/mini-plants?page=2","2.5"" Moonshine Nephthytis
$22.99","https://piante.ca/collections/mini-plants/products/2-5-moonshine-nephthytis","2.5"" Moonshine Nephthytis","$22.99","Nephthytis is a slow-growing indoor vine that works best in pots or hanging baskets. Valued more for its attractive foliage than its blooms, the plant flaunts pale white/green, arrowhead-shaped leaves with a distinctive mottled feature. Place a few pieces of this easy-to-grow, hardy houseplant to add a touch of greenery to any bare space in your home or office. It is also known as the Butterfly Plant, Arrowhead Plant, and Goosefoot Plant.","//piante.ca/cdn/shop/products/2.5_MoonshineNephthytis_360x.png?v=1682091018 360w, //piante.ca/cdn/shop/products/2.5_MoonshineNephthytis_540x.png?v=1682091018 540w, //piante.ca/cdn/shop/products/2.5_MoonshineNephthytis_720x.png?v=1682091018 720w, //piante.ca/cdn/shop/products/2.5_MoonshineNephthytis_900x.png?v=1682091018 900w, //piante.ca/cdn/shop/products/2.5_MoonshineNephthytis_1080x.png?v=1682091018 1080w",""
"1701424313-111","https://piante.ca/","Mini Plants","https://piante.ca/collections/mini-plants","https://piante.ca/collections/mini-plants?page=2","2.5"" Alocasia Dragon Scale
$22.99","https://piante.ca/collections/mini-plants/products/2-5-alocasia-dragon-scale","2.5"" Alocasia Dragon Scale","$22.99","Alocasia is a common houseplant recognized for its large, broad, and arrow-shaped leaves. This perennial beauty comes in lots of varieties with different sizes and leaf features. You will find them in varying hues of green, with some types featuring splotches of purple, copper, or black. Each leaf flaunts striking white veins, making this intriguing plant even more eye-catching and décor-worthy.","//piante.ca/cdn/shop/files/2.5_AlocasiaDragonScaleinClay_360x.png?v=1686257297 360w, //piante.ca/cdn/shop/files/2.5_AlocasiaDragonScaleinClay_540x.png?v=1686257297 540w, //piante.ca/cdn/shop/files/2.5_AlocasiaDragonScaleinClay_720x.png?v=1686257297 720w, //piante.ca/cdn/shop/files/2.5_AlocasiaDragonScaleinClay_900x.png?v=1686257297 900w, //piante.ca/cdn/shop/files/2.5_AlocasiaDragonScaleinClay_1080x.png?v=1686257297 1080w","//piante.ca/cdn/shop/files/2.5_AlocasiaDragonScale_360x.png?v=1686257297 360w, //piante.ca/cdn/shop/files/2.5_AlocasiaDragonScale_540x.png?v=1686257297 540w, //piante.ca/cdn/shop/files/2.5_AlocasiaDragonScale_720x.png?v=1686257297 720w, //piante.ca/cdn/shop/files/2.5_AlocasiaDragonScale_900x.png?v=1686257297 900w, //piante.ca/cdn/shop/files/2.5_AlocasiaDragonScale_1080x.png?v=1686257297 1080w"
"1701424316-112","https://piante.ca/","Mini Plants","https://piante.ca/collections/mini-plants","https://piante.ca/collections/mini-plants?page=2","2.5"" Rubber Plant Shivereana Moonshine
$23.99","https://piante.ca/collections/mini-plants/products/2-5-rubber-plant-shivereana-moonshine","2.5"" Rubber Plant Shivereana Moonshine","$23.99","The Rubber Plant is distinguishable by its broad leaves. The Shivereana Moonshine is a new hybrid of Ficus elastica, with bright white and lime green leaves with dark green freckles. To help maintain the leaves, keep the plant in bright, indirect sunlight. Rubber Plants can be enjoyed as small to medium indoor house plants by restricting them to smaller pots or grown to become a focal point as a stunning indoor tree. Take good care of your plant, and it can grow up to fifty feet tall!","//piante.ca/cdn/shop/products/TransparentBackground_1_64b396b0-98a9-4eaf-9878-79afd9d0179f_360x.png?v=1678463322 360w, //piante.ca/cdn/shop/products/TransparentBackground_1_64b396b0-98a9-4eaf-9878-79afd9d0179f_540x.png?v=1678463322 540w, //piante.ca/cdn/shop/products/TransparentBackground_1_64b396b0-98a9-4eaf-9878-79afd9d0179f_720x.png?v=1678463322 720w, //piante.ca/cdn/shop/products/TransparentBackground_1_64b396b0-98a9-4eaf-9878-79afd9d0179f_900x.png?v=1678463322 900w, //piante.ca/cdn/shop/products/TransparentBackground_1_64b396b0-98a9-4eaf-9878-79afd9d0179f_1080x.png?v=1678463322 1080w",""
"1701424318-113","https://piante.ca/","Mini Plants","https://piante.ca/collections/mini-plants","https://piante.ca/collections/mini-plants?page=2","2.5"" Cebu Blue Pothos
$22.99","https://piante.ca/collections/mini-plants/products/2-5-cebu-blue-pothos","2.5"" Cebu Blue Pothos","$22.99","The Cebu Blue Pothos is a low-maintenance tropical plant thrive in a wide range of light conditions. The plant can trail, climb, and can be a solid addition to pretty much any indoor garden. Cebu Blue can typically grow anywhere from 4 to 40 feet tall. One of the things that makes this plant really unique is the difference between how the juvenile and mature plant look.","//piante.ca/cdn/shop/products/2.5PhilodendronCebublue_360x.png?v=1674826151 360w, //piante.ca/cdn/shop/products/2.5PhilodendronCebublue_540x.png?v=1674826151 540w, //piante.ca/cdn/shop/products/2.5PhilodendronCebublue_720x.png?v=1674826151 720w, //piante.ca/cdn/shop/products/2.5PhilodendronCebublue_900x.png?v=1674826151 900w, //piante.ca/cdn/shop/products/2.5PhilodendronCebublue_1080x.png?v=1674826151 1080w",""
"1701424320-114","https://piante.ca/","Mini Plants","https://piante.ca/collections/mini-plants","https://piante.ca/collections/mini-plants?page=2","2.5"" Philodendron Red Sun
$22.99","https://piante.ca/collections/mini-plants/products/2-5-red-sun-philodendron","2.5"" Philodendron Red Sun","$22.99","Red Sun Philodendron is a gorgeous tropical house plant, with it's gorgeous red leaves that can vary from a soft red to a deep crimson. Unlike most Philodendrons that are known for their stunning veins, this Philodendron grows upright and does not trail. Red Sun Philodendron is a compact, somewhat slow-growing plant that is perfect for tabletops, desks, or other surfaces.","//piante.ca/cdn/shop/products/2.5_RedSunPhilodendron_360x.png?v=1682091024 360w, //piante.ca/cdn/shop/products/2.5_RedSunPhilodendron_540x.png?v=1682091024 540w, //piante.ca/cdn/shop/products/2.5_RedSunPhilodendron_720x.png?v=1682091024 720w, //piante.ca/cdn/shop/products/2.5_RedSunPhilodendron_900x.png?v=1682091024 900w, //piante.ca/cdn/shop/products/2.5_RedSunPhilodendron_1080x.png?v=1682091024 1080w",""
"1701424322-115","https://piante.ca/","Mini Plants","https://piante.ca/collections/mini-plants","https://piante.ca/collections/mini-plants?page=2","2.5"" Sansevieria Shark Fin
$22.99","https://piante.ca/collections/mini-plants/products/25-shark-fin-sansevieria","2.5"" Sansevieria Shark Fin","$22.99","Also known as the ""Whale Fin"", this sansevieria exhibits wide, mottled leaves giving it the appearance of a fin. Like other types of Snake Plants, this charming cultivar requires little maintenance and thrives even under neglect. Plus, they help clean the air and are a wonderful addition to any plant parent's family.","//piante.ca/cdn/shop/products/SharkFin-C_360x.png?v=1653057116 360w, //piante.ca/cdn/shop/products/SharkFin-C_540x.png?v=1653057116 540w, //piante.ca/cdn/shop/products/SharkFin-C_720x.png?v=1653057116 720w, //piante.ca/cdn/shop/products/SharkFin-C_900x.png?v=1653057116 900w, //piante.ca/cdn/shop/products/SharkFin-C_1080x.png?v=1653057116 1080w","//piante.ca/cdn/shop/products/SharkFin-G_360x.png?v=1653057119 360w, //piante.ca/cdn/shop/products/SharkFin-G_540x.png?v=1653057119 540w, //piante.ca/cdn/shop/products/SharkFin-G_720x.png?v=1653057119 720w, //piante.ca/cdn/shop/products/SharkFin-G_900x.png?v=1653057119 900w, //piante.ca/cdn/shop/products/SharkFin-G_1080x.png?v=1653057119 1080w"
"1701424325-116","https://piante.ca/","Mini Plants","https://piante.ca/collections/mini-plants","https://piante.ca/collections/mini-plants?page=2","2.5"" Jade Variegated
$18.99","https://piante.ca/collections/mini-plants/products/25-jade-variegated","2.5"" Jade Variegated","$18.99","Jade Plants, also known as Lucky Plants or Friendship Plants, are beautiful and easy to care for. They are often given as gifts as they have been thought to bring good luck to their owners. Jades are succulent plants, which makes them fairly resilient and easy to grow indoors. They have dense formations of thick, waxy leaves and woody stems that can resemble miniature trees. Due to their easy-going nature, Jade plants often live for a long time and can grow as large as three feet or more when kept indoors. If they receive an abundance of light, the plant takes on a bright red border around its vibrant, green leaves.","//piante.ca/cdn/shop/products/2.5varigatedjadeclay_360x.png?v=1671723720 360w, //piante.ca/cdn/shop/products/2.5varigatedjadeclay_540x.png?v=1671723720 540w, //piante.ca/cdn/shop/products/2.5varigatedjadeclay_720x.png?v=1671723720 720w, //piante.ca/cdn/shop/products/2.5varigatedjadeclay_900x.png?v=1671723720 900w, //piante.ca/cdn/shop/products/2.5varigatedjadeclay_1080x.png?v=1671723720 1080w",""
