web-scraper-order,web-scraper-start-url,categories,categories-href,page,plants,plants-href,plant_name,plant_price,plant_des,plant_img-src,additional_img-src
"1701424053-1","https://piante.ca/","Large Plants","https://piante.ca/collections/large-plants","","10"" Ficus Bonsai
$299.99","https://piante.ca/collections/large-plants/products/10-ficus-bonsai","10"" Ficus Bonsai","$299.99","The Ficus Bonsai is known to bring good luck and harmony to those who own one and when recieved as a gift it is said to bring double the luck. This Ficus is bonsai trees with oval-shaped leaves that create a lush canopy of green. It is striking in appearance and a more forgiving variety of bonsai. This specimine is approximetly 24"" tall, and it's trunk has been shaped into a multitude of gracfull curves.","//piante.ca/cdn/shop/products/10FicusBonsai_DoubleS_360x.png?v=1679590996 360w, //piante.ca/cdn/shop/products/10FicusBonsai_DoubleS_540x.png?v=1679590996 540w, //piante.ca/cdn/shop/products/10FicusBonsai_DoubleS_720x.png?v=1679590996 720w, //piante.ca/cdn/shop/products/10FicusBonsai_DoubleS_900x.png?v=1679590996 900w, //piante.ca/cdn/shop/products/10FicusBonsai_DoubleS_1080x.png?v=1679590996 1080w",""
"1701424055-2","https://piante.ca/","Large Plants","https://piante.ca/collections/large-plants","","10"" Monstera Split Leaf Philodendron
$113.99","https://piante.ca/collections/large-plants/products/0242e39e-bf23-11ea-fc6f-f2cde0a226e7","10"" Monstera Split Leaf Philodendron","$113.99","An iconic must-have addition to any plant lover's collection, Monstera Deliciosa is as easy to care for as it is beautiful. With deep green, heart-shaped leaves that can easily grow to massive widths, this plant is well known for the vertical splits that run from the leaf's edge to its core. Monstera has a tendency to grow out and down, but place a moss-covered poll in the soil and watch in awe as this plant clings to it with aerial roots.","//piante.ca/cdn/shop/products/10-monstera-split-leaf-philodendron-piante-plants_360x.png?v=1641264591 360w, //piante.ca/cdn/shop/products/10-monstera-split-leaf-philodendron-piante-plants_540x.png?v=1641264591 540w, //piante.ca/cdn/shop/products/10-monstera-split-leaf-philodendron-piante-plants_720x.png?v=1641264591 720w, //piante.ca/cdn/shop/products/10-monstera-split-leaf-philodendron-piante-plants_900x.png?v=1641264591 900w, //piante.ca/cdn/shop/products/10-monstera-split-leaf-philodendron-piante-plants_1080x.png?v=1641264591 1080w",""
"1701424057-3","https://piante.ca/","Large Plants","https://piante.ca/collections/large-plants","","10"" Peace Lily
$101.99","https://piante.ca/collections/large-plants/products/0242e39e-bf23-11ea-fc6f-f2ce937c99c0","10"" Peace Lily","$101.99","Peace Lily is a classic ornamental plant and a long-time favorite of many plant hobbyists and collectors. While its flowers remind you of calla lilies,  this famed air cleaning plant is not a true lily since it’s actually a part of the Arum family. The leaves are attractive as they are - glossy, dark green, and lance-shaped that arch out from the plant’s base. Yet, the white flowers are the main attraction. They form a club-like cluster, surrounded by an elegant white bract.","//piante.ca/cdn/shop/products/10-peace-lily-piante-plants_360x.png?v=1641264590 360w, //piante.ca/cdn/shop/products/10-peace-lily-piante-plants_540x.png?v=1641264590 540w, //piante.ca/cdn/shop/products/10-peace-lily-piante-plants_720x.png?v=1641264590 720w, //piante.ca/cdn/shop/products/10-peace-lily-piante-plants_900x.png?v=1641264590 900w, //piante.ca/cdn/shop/products/10-peace-lily-piante-plants_1080x.png?v=1641264590 1080w",""
"1701424059-4","https://piante.ca/","Large Plants","https://piante.ca/collections/large-plants","","10"" Sansevieria
$98.99","https://piante.ca/collections/large-plants/products/0242e39e-bf23-11ea-fc6f-f2cda7529fcb","10"" Sansevieria","$98.99","A top favourite of both beginners and experts in plant care, Sansevieria always makes it in the list of the most popular houseplants. This classic air-purifying plant features simple yet stunning leaves that take your home styling to the next level. Also known as Snake Plant, Sansevieria exhibits a snakeskin-like pattern on their fleshy. sword-shaped leaves.","//piante.ca/cdn/shop/products/10-sansevieria-piante-plants-2_360x.png?v=1641264602 360w, //piante.ca/cdn/shop/products/10-sansevieria-piante-plants-2_540x.png?v=1641264602 540w, //piante.ca/cdn/shop/products/10-sansevieria-piante-plants-2_720x.png?v=1641264602 720w, //piante.ca/cdn/shop/products/10-sansevieria-piante-plants-2_900x.png?v=1641264602 900w, //piante.ca/cdn/shop/products/10-sansevieria-piante-plants-2_1080x.png?v=1641264602 1080w","//piante.ca/cdn/shop/products/10-sansevieria-piante-plants-2_360x.png?v=1641264602 360w, //piante.ca/cdn/shop/products/10-sansevieria-piante-plants-2_540x.png?v=1641264602 540w, //piante.ca/cdn/shop/products/10-sansevieria-piante-plants-2_720x.png?v=1641264602 720w, //piante.ca/cdn/shop/products/10-sansevieria-piante-plants-2_900x.png?v=1641264602 900w, //piante.ca/cdn/shop/products/10-sansevieria-piante-plants-2_1080x.png?v=1641264602 1080w"
"1701424061-5","https://piante.ca/","Large Plants","https://piante.ca/collections/large-plants","","10"" Fiddle Leaf Fig
$115.99","https://piante.ca/collections/large-plants/products/10-fiddle-leaf-fig","10"" Fiddle Leaf Fig","$115.99","A popular tropical house plant with an upright growth habit. Its beautiful broad, bright green leaves have deep veins and are attached to sturdy woody stems. Be sure to keep away from drafts and spray or wipe down the leaves to provide them with extra moisture. The Fiddle Leaf Fig often becomes a focal point in a room as a floor plant and can grow up to six feet tall.","//piante.ca/cdn/shop/products/10-fiddle-leaf-fig-piante-plants_360x.png?v=1641264588 360w, //piante.ca/cdn/shop/products/10-fiddle-leaf-fig-piante-plants_540x.png?v=1641264588 540w, //piante.ca/cdn/shop/products/10-fiddle-leaf-fig-piante-plants_720x.png?v=1641264588 720w, //piante.ca/cdn/shop/products/10-fiddle-leaf-fig-piante-plants_900x.png?v=1641264588 900w, //piante.ca/cdn/shop/products/10-fiddle-leaf-fig-piante-plants_1080x.png?v=1641264588 1080w",""
"1701424066-6","https://piante.ca/","Medium Plants","https://piante.ca/collections/medium-plants","","5"" Sweet Plum Bonsai
$82.99","https://piante.ca/collections/medium-plants/products/5-sweet-plum-bonsai","5"" Sweet Plum Bonsai","$82.99","With small, rounded leaves that are initially a brown/bronze colour before shifitng to a vibrant green, the Sweet Plum bonsai makes for a stunning addition to any collection. As the tree ages its bark will slowly peel away, resulting in a unique patchwork look.","//piante.ca/cdn/shop/products/bonsai_1_53381664-add5-4319-8114-24927929a780_360x.png?v=1673022073 360w, //piante.ca/cdn/shop/products/bonsai_1_53381664-add5-4319-8114-24927929a780_540x.png?v=1673022073 540w, //piante.ca/cdn/shop/products/bonsai_1_53381664-add5-4319-8114-24927929a780_720x.png?v=1673022073 720w, //piante.ca/cdn/shop/products/bonsai_1_53381664-add5-4319-8114-24927929a780_900x.png?v=1673022073 900w, //piante.ca/cdn/shop/products/bonsai_1_53381664-add5-4319-8114-24927929a780_1080x.png?v=1673022073 1080w",""
"1701424068-7","https://piante.ca/","Medium Plants","https://piante.ca/collections/medium-plants","","6.5"" Cebu Blue Pothos Hanging Basket
$47.99","https://piante.ca/collections/medium-plants/products/6-cebu-blue-pothos","6.5"" Cebu Blue Pothos Hanging Basket","$47.99","The Cebu Blue Philodendron is a low-maintenance tropical plant thrive in a wide range of light conditions. The plant can trail, climb, and can be a solid addition to pretty much any indoor garden. Cebu Blue can typically grow anywhere from 4 to 40 feet tall. One of the things that makes this plant really unique is the difference between how the juvenile and mature plant looks.","//piante.ca/cdn/shop/products/6PhilodendronCebuBlue_360x.png?v=1674825742 360w, //piante.ca/cdn/shop/products/6PhilodendronCebuBlue_540x.png?v=1674825742 540w, //piante.ca/cdn/shop/products/6PhilodendronCebuBlue_720x.png?v=1674825742 720w, //piante.ca/cdn/shop/products/6PhilodendronCebuBlue_900x.png?v=1674825742 900w, //piante.ca/cdn/shop/products/6PhilodendronCebuBlue_1080x.png?v=1674825742 1080w",""
"1701424070-8","https://piante.ca/","Medium Plants","https://piante.ca/collections/medium-plants","","5"" Buddhas Hand Citrus
$69.99","https://piante.ca/collections/medium-plants/products/buddashandcitrus","5"" Buddhas Hand Citrus","$69.99","This grafted variety of Citrus trees are well suited to smaller containers and allow you to grow citrus plants indoors. The Buddas Hand citrus tree displays glossy, green foliage and a wonderful citrus fragrance. During summer months they may be placed either inside or outside, but not in a windy area. Once your plant flowers, if it is pollinated it will produce fruit.","//piante.ca/cdn/shop/products/5-buddhas-hand-citrus-piante-plants_360x.png?v=1641265526 360w, //piante.ca/cdn/shop/products/5-buddhas-hand-citrus-piante-plants_540x.png?v=1641265526 540w, //piante.ca/cdn/shop/products/5-buddhas-hand-citrus-piante-plants_720x.png?v=1641265526 720w, //piante.ca/cdn/shop/products/5-buddhas-hand-citrus-piante-plants_900x.png?v=1641265526 900w, //piante.ca/cdn/shop/products/5-buddhas-hand-citrus-piante-plants_1080x.png?v=1641265526 1080w",""
"1701424072-9","https://piante.ca/","Medium Plants","https://piante.ca/collections/medium-plants","","6.5"" Spider Plant Hanging Basket
$25.99","https://piante.ca/collections/medium-plants/products/6-spider-plant-hb","6.5"" Spider Plant Hanging Basket","$25.99","Chlorophytum comosum
Spider Plants are popular house plants recognized for their air-purifying abilities and striking foliage. The most common varieties typically exhibit thin, narrow green leaves with distinctive white stripes. The leaves gracefully arch downwards, making an attractive display of greenery in hanging baskets. They also form their own spiderettes at the end of long and wiry flower stems. These babies dangle off the parent plant and give a spider-like appearance. Propagate them by carefully removing the spiderettes and planting them in their own pots.","//piante.ca/cdn/shop/products/6-spider-plant-hanging-basket-piante-plants_360x.png?v=1641265652 360w, //piante.ca/cdn/shop/products/6-spider-plant-hanging-basket-piante-plants_540x.png?v=1641265652 540w, //piante.ca/cdn/shop/products/6-spider-plant-hanging-basket-piante-plants_720x.png?v=1641265652 720w, //piante.ca/cdn/shop/products/6-spider-plant-hanging-basket-piante-plants_900x.png?v=1641265652 900w, //piante.ca/cdn/shop/products/6-spider-plant-hanging-basket-piante-plants_1080x.png?v=1641265652 1080w",""
"1701424074-10","https://piante.ca/","Medium Plants","https://piante.ca/collections/medium-plants","","6.5"" Purple Heart Hanging Basket
$29.99","https://piante.ca/collections/medium-plants/products/6-purple-heart-hanging-basket","6.5"" Purple Heart Hanging Basket","$29.99","Tradescantia pallida
Bunches of rich purple, lance-shaped leaves make this a beautiful house plant year-round. Pot Purple Heart Plant in a small decorative container for an eye-catching table accent. Or hang it in a basket and let the long, sprawling stems cascade over the side. Let the sunshine in. Grow your plant in bright light year-round for good foliage colour. It will grow in lower light, but the leaves will be more green than purple. Give it some direct sun, but shade it from the hot, noonday sun in summer to avoid scorching its leaves.","//piante.ca/cdn/shop/products/6-purple-heart-hanging-basket-piante-plants_360x.png?v=1641265652 360w, //piante.ca/cdn/shop/products/6-purple-heart-hanging-basket-piante-plants_540x.png?v=1641265652 540w, //piante.ca/cdn/shop/products/6-purple-heart-hanging-basket-piante-plants_720x.png?v=1641265652 720w, //piante.ca/cdn/shop/products/6-purple-heart-hanging-basket-piante-plants_900x.png?v=1641265652 900w, //piante.ca/cdn/shop/products/6-purple-heart-hanging-basket-piante-plants_1080x.png?v=1641265652 1080w",""
"1701424076-11","https://piante.ca/","Medium Plants","https://piante.ca/collections/medium-plants","","5"" Navel Orange Citrus
$69.99","https://piante.ca/collections/medium-plants/products/5-citrus-naval-orange","5"" Navel Orange Citrus","$69.99","This grafted variety of Citrus trees are well suited to smaller containers and allow you to grow citrus plants indoors. The Orange tree displays glossy, green foliage and a wonderful citrus fragrance. During summer months they may be placed either inside or outside, but not in a windy area. Once your plant flowers, if it is pollinated it will produce fruit.","//piante.ca/cdn/shop/products/5-navel-orange-citrus-piante-plants_360x.png?v=1641265553 360w, //piante.ca/cdn/shop/products/5-navel-orange-citrus-piante-plants_540x.png?v=1641265553 540w, //piante.ca/cdn/shop/products/5-navel-orange-citrus-piante-plants_720x.png?v=1641265553 720w, //piante.ca/cdn/shop/products/5-navel-orange-citrus-piante-plants_900x.png?v=1641265553 900w, //piante.ca/cdn/shop/products/5-navel-orange-citrus-piante-plants_1080x.png?v=1641265553 1080w",""
"1701424079-12","https://piante.ca/","Medium Plants","https://piante.ca/collections/medium-plants","","6.5"" Tradescantia Pink Panther Hanging Basket
$35.99","https://piante.ca/collections/medium-plants/products/6-tradescantia-pink-panther","6.5"" Tradescantia Pink Panther Hanging Basket","$35.99","Also known as  ""Pink Bubble"" or ""Pink Lady"", this supercute houseplant is recognized for its small, low- growing, pink and green variegated leaves. Remember to pinch back the vining tendrils to encourage branching and increase fullness. With its show-stopping colourful foliage, this plant is sure to brighten up any dull space.","//piante.ca/cdn/shop/products/6-tradescantia-pink-panther-piante-plants_360x.png?v=1641265680 360w, //piante.ca/cdn/shop/products/6-tradescantia-pink-panther-piante-plants_540x.png?v=1641265680 540w, //piante.ca/cdn/shop/products/6-tradescantia-pink-panther-piante-plants_720x.png?v=1641265680 720w, //piante.ca/cdn/shop/products/6-tradescantia-pink-panther-piante-plants_900x.png?v=1641265680 900w, //piante.ca/cdn/shop/products/6-tradescantia-pink-panther-piante-plants_1080x.png?v=1641265680 1080w",""
"1701424081-13","https://piante.ca/","Medium Plants","https://piante.ca/collections/medium-plants","","6.5"" Monstera Split Leaf Hanging Basket
$37.99","https://piante.ca/collections/medium-plants/products/6-split-leaf-phliodendron-hanging-basket","6.5"" Monstera Split Leaf Hanging Basket","$37.99","An iconic must have addition to any plant lover's collection, Monstera Deliciosa is as easy to care for as it is beautiful. With deep green, heart- shaped leaves that can easily grow to massive widths, this plant is well known for the vertical splits that run from the leaf's edge to its core. Monstera have a tendency to grow out and down, but place a moss-covered poll in the soil and watch in awe as this plant clings to it with arial roots.","//piante.ca/cdn/shop/products/6-split-leaf-philodendron-hanging-basket-piante-plants_360x.png?v=1641265650 360w, //piante.ca/cdn/shop/products/6-split-leaf-philodendron-hanging-basket-piante-plants_540x.png?v=1641265650 540w, //piante.ca/cdn/shop/products/6-split-leaf-philodendron-hanging-basket-piante-plants_720x.png?v=1641265650 720w, //piante.ca/cdn/shop/products/6-split-leaf-philodendron-hanging-basket-piante-plants_900x.png?v=1641265650 900w, //piante.ca/cdn/shop/products/6-split-leaf-philodendron-hanging-basket-piante-plants_1080x.png?v=1641265650 1080w",""
"1701424083-14","https://piante.ca/","Medium Plants","https://piante.ca/collections/medium-plants","","5"" Key Lime Citrus
$69.99","https://piante.ca/collections/medium-plants/products/5-citrus-key-lime","5"" Key Lime Citrus","$69.99","This grafted variety of Citrus trees are well suited to smaller containers and allow you to grow citrus plants indoors. The Lime tree displays glossy, green foliage and a wonderful citrus fragrance. During summer months they may be placed either inside or outside, but not in a windy area. Once your plant flowers, if it is pollinated it will produce fruit.","//piante.ca/cdn/shop/products/5-key-lime-citrus-piante-plants_360x.png?v=1641265553 360w, //piante.ca/cdn/shop/products/5-key-lime-citrus-piante-plants_540x.png?v=1641265553 540w, //piante.ca/cdn/shop/products/5-key-lime-citrus-piante-plants_720x.png?v=1641265553 720w, //piante.ca/cdn/shop/products/5-key-lime-citrus-piante-plants_900x.png?v=1641265553 900w, //piante.ca/cdn/shop/products/5-key-lime-citrus-piante-plants_1080x.png?v=1641265553 1080w",""
"1701424085-15","https://piante.ca/","Medium Plants","https://piante.ca/collections/medium-plants","","5"" Meyer Lemon Citrus
$69.99","https://piante.ca/collections/medium-plants/products/5-citrus-meyer-lemon","5"" Meyer Lemon Citrus","$69.99","This grafted variety of Citrus trees are well suited to smaller containers and allow you to grow citrus plants indoors. The Lemon tree displays glossy, green foliage and a wonderful citrus fragrance. During summer months they may be placed either inside or outside, but not in a windy area. Once your plant flowers, if it is pollinated it will produce fruit.","//piante.ca/cdn/shop/products/5-meyer-lemon-citrus-piante-plants_360x.png?v=1641265554 360w, //piante.ca/cdn/shop/products/5-meyer-lemon-citrus-piante-plants_540x.png?v=1641265554 540w, //piante.ca/cdn/shop/products/5-meyer-lemon-citrus-piante-plants_720x.png?v=1641265554 720w, //piante.ca/cdn/shop/products/5-meyer-lemon-citrus-piante-plants_900x.png?v=1641265554 900w, //piante.ca/cdn/shop/products/5-meyer-lemon-citrus-piante-plants_1080x.png?v=1641265554 1080w",""
"1701424087-16","https://piante.ca/","Medium Plants","https://piante.ca/collections/medium-plants","","5"" Retusa Bonsai
$82.99","https://piante.ca/collections/medium-plants/products/retusa-bonsai","5"" Retusa Bonsai","$82.99","The same species as Ficus Ginseng, our Retusa Bonsai lacks the arial roots and instead has a beautifully shaped trunk, classic to the bonsai style. It is striking in appearance and a more forgiving variety of bonsai, making it ideal for beginners.","//piante.ca/cdn/shop/products/Bonsai_3_360x.png?v=1668796166 360w, //piante.ca/cdn/shop/products/Bonsai_3_540x.png?v=1668796166 540w, //piante.ca/cdn/shop/products/Bonsai_3_720x.png?v=1668796166 720w, //piante.ca/cdn/shop/products/Bonsai_3_900x.png?v=1668796166 900w, //piante.ca/cdn/shop/products/Bonsai_3_1080x.png?v=1668796166 1080w",""
"1701424089-17","https://piante.ca/","Medium Plants","https://piante.ca/collections/medium-plants","","6.5"" Philodendron Green Hanging Baskets
$37.99","https://piante.ca/collections/medium-plants/products/6-5-philodendron-green-hanging-baskets","6.5"" Philodendron Green Hanging Baskets","$37.99","Here’s a hand-picked of easy-to-care-for Philodendron that are ideal for novice plant lovers and collectors alike. A must-have addition to your indoor jungle, these luxurious foliage plants feature leaves in varying sizes, shapes, textures, and colours. Most types are heart-shaped and green, and others have a variegated pattern or hints of red or white. You’d often find these no-fail plants growing as vines in hanging baskets and pots; however, some Philodendron varieties exhibit an upright growth habit.","//piante.ca/cdn/shop/files/6-philodendron-hanging-baskets-piante-plants-1_8b3f7abe-ac58-4707-814b-f7af76db5539_360x.png?v=1696447684 360w, //piante.ca/cdn/shop/files/6-philodendron-hanging-baskets-piante-plants-1_8b3f7abe-ac58-4707-814b-f7af76db5539_540x.png?v=1696447684 540w, //piante.ca/cdn/shop/files/6-philodendron-hanging-baskets-piante-plants-1_8b3f7abe-ac58-4707-814b-f7af76db5539_720x.png?v=1696447684 720w, //piante.ca/cdn/shop/files/6-philodendron-hanging-baskets-piante-plants-1_8b3f7abe-ac58-4707-814b-f7af76db5539_900x.png?v=1696447684 900w, //piante.ca/cdn/shop/files/6-philodendron-hanging-baskets-piante-plants-1_8b3f7abe-ac58-4707-814b-f7af76db5539_1080x.png?v=1696447684 1080w",""
"1701424091-18","https://piante.ca/","Medium Plants","https://piante.ca/collections/medium-plants","","6.5"" Philodendron Brasil Hanging Baskets
$40.99","https://piante.ca/collections/medium-plants/products/copy-of-6-5-philodendron-brasil-hanging-baskets","6.5"" Philodendron Brasil Hanging Baskets","$40.99","Here’s a hand-picked, easy-to-care-for Philodendron that are ideal for novice plant lovers and collectors alike. A must-have addition to your indoor jungle, these luxurious foliage plants feature leaves in varying sizes, shapes, textures, and colours. Most types are heart-shaped and green, and others have a variegated pattern or hints of red or white. You’d often find these no-fail plants growing as vines in hanging baskets and pots; however, some Philodendron varieties exhibit an upright growth habit.","//piante.ca/cdn/shop/files/6-philodendron-hanging-baskets-piante-plants-2_09df9a6b-cbad-458d-8517-8d89451dee35_360x.png?v=1696447705 360w, //piante.ca/cdn/shop/files/6-philodendron-hanging-baskets-piante-plants-2_09df9a6b-cbad-458d-8517-8d89451dee35_540x.png?v=1696447705 540w, //piante.ca/cdn/shop/files/6-philodendron-hanging-baskets-piante-plants-2_09df9a6b-cbad-458d-8517-8d89451dee35_720x.png?v=1696447705 720w, //piante.ca/cdn/shop/files/6-philodendron-hanging-baskets-piante-plants-2_09df9a6b-cbad-458d-8517-8d89451dee35_900x.png?v=1696447705 900w, //piante.ca/cdn/shop/files/6-philodendron-hanging-baskets-piante-plants-2_09df9a6b-cbad-458d-8517-8d89451dee35_1080x.png?v=1696447705 1080w",""
"1701424093-19","https://piante.ca/","Medium Plants","https://piante.ca/collections/medium-plants","","6.5"" Golden Pothos Hanging Baskets
$35.99","https://piante.ca/collections/medium-plants/products/6-5-pothos-golden-hanging-baskets","6.5"" Golden Pothos Hanging Baskets","$35.99","Here’s a Pothos plant to add to your growing plant collection. Reputable and widely popular as houseplants, these trailing vines look great in hanging baskets or small pots. They offer lots of attractive varieties with green, heart-shaped leaves that vary in pattern, shades, and sizes. Some have creamy variegation on the leaves, while others have streaks of yellow or silver-like markings. These lovely creepers can withstand neglect, too, so they’re perfect for busy plant parents.","//piante.ca/cdn/shop/files/6-pothos-hanging-baskets-piante-plants-2_7199dd08-0cf5-4850-8637-90a8ba6ff522_360x.png?v=1696448012 360w, //piante.ca/cdn/shop/files/6-pothos-hanging-baskets-piante-plants-2_7199dd08-0cf5-4850-8637-90a8ba6ff522_540x.png?v=1696448012 540w, //piante.ca/cdn/shop/files/6-pothos-hanging-baskets-piante-plants-2_7199dd08-0cf5-4850-8637-90a8ba6ff522_720x.png?v=1696448012 720w, //piante.ca/cdn/shop/files/6-pothos-hanging-baskets-piante-plants-2_7199dd08-0cf5-4850-8637-90a8ba6ff522_900x.png?v=1696448012 900w, //piante.ca/cdn/shop/files/6-pothos-hanging-baskets-piante-plants-2_7199dd08-0cf5-4850-8637-90a8ba6ff522_1080x.png?v=1696448012 1080w",""
"1701424095-20","https://piante.ca/","Medium Plants","https://piante.ca/collections/medium-plants","","6.5"" Neon Pothos Hanging Baskets
$38.99","https://piante.ca/collections/medium-plants/products/6-5-pothos-neon-hanging-baskets","6.5"" Neon Pothos Hanging Baskets","$38.99","Here’s a Pothos plant to add to your growing plant collection. Reputable and widely popular as houseplants, these trailing vines look great in hanging baskets or small pots. They offer lots of attractive varieties with green, heart-shaped leaves that vary in pattern, shades, and sizes. Some have creamy variegation on the leaves, while others have streaks of yellow or silver-like markings. These lovely creepers can withstand neglect, too, so they’re perfect for busy plant parents.","//piante.ca/cdn/shop/files/6-pothos-hanging-baskets-piante-plants-3_95b3291e-1dd2-4d20-b483-a013268282dc_360x.png?v=1696448027 360w, //piante.ca/cdn/shop/files/6-pothos-hanging-baskets-piante-plants-3_95b3291e-1dd2-4d20-b483-a013268282dc_540x.png?v=1696448027 540w, //piante.ca/cdn/shop/files/6-pothos-hanging-baskets-piante-plants-3_95b3291e-1dd2-4d20-b483-a013268282dc_720x.png?v=1696448027 720w, //piante.ca/cdn/shop/files/6-pothos-hanging-baskets-piante-plants-3_95b3291e-1dd2-4d20-b483-a013268282dc_900x.png?v=1696448027 900w, //piante.ca/cdn/shop/files/6-pothos-hanging-baskets-piante-plants-3_95b3291e-1dd2-4d20-b483-a013268282dc_1080x.png?v=1696448027 1080w",""
"1701424098-21","https://piante.ca/","Medium Plants","https://piante.ca/collections/medium-plants","","6.5"" Pearls & Jade Pothos Hanging Baskets
$39.99","https://piante.ca/collections/medium-plants/products/6-5-pothos-pearls-jade-hanging-baskets","6.5"" Pearls & Jade Pothos Hanging Baskets","$39.99","Here’s a Pothos plant to add to your growing plant collection. Reputable and widely popular as houseplants, these trailing vines look great in hanging baskets or small pots. They offer lots of attractive varieties with green, heart-shaped leaves that vary in pattern, shades, and sizes. Some have creamy variegation on the leaves, while others have streaks of yellow or silver-like markings. These lovely creepers can withstand neglect, too, so they’re perfect for busy plant parents.","//piante.ca/cdn/shop/files/6-pothos-hanging-baskets-piante-plants-5_73cc04d7-e2c5-4154-a6c4-5deb5243f9b6_360x.png?v=1696448044 360w, //piante.ca/cdn/shop/files/6-pothos-hanging-baskets-piante-plants-5_73cc04d7-e2c5-4154-a6c4-5deb5243f9b6_540x.png?v=1696448044 540w, //piante.ca/cdn/shop/files/6-pothos-hanging-baskets-piante-plants-5_73cc04d7-e2c5-4154-a6c4-5deb5243f9b6_720x.png?v=1696448044 720w, //piante.ca/cdn/shop/files/6-pothos-hanging-baskets-piante-plants-5_73cc04d7-e2c5-4154-a6c4-5deb5243f9b6_900x.png?v=1696448044 900w, //piante.ca/cdn/shop/files/6-pothos-hanging-baskets-piante-plants-5_73cc04d7-e2c5-4154-a6c4-5deb5243f9b6_1080x.png?v=1696448044 1080w",""
"1701424100-22","https://piante.ca/","Medium Plants","https://piante.ca/collections/medium-plants","","5"" Podocarpus Bonsai
$89.99","https://piante.ca/collections/medium-plants/products/5-podocarpus-bonsai","5"" Podocarpus Bonsai","$89.99","Also known as Buddhist Pine, this durable plant has been shaped over its development into an eye-catching bonsai. Easily identified by its long, slender, deep green leaves, Podocarpus is a great choice for a sunny desktop.","//piante.ca/cdn/shop/products/bonsai_3_90169631-3d3d-4a5e-aae4-e97dab95ce4c_360x.png?v=1673022053 360w, //piante.ca/cdn/shop/products/bonsai_3_90169631-3d3d-4a5e-aae4-e97dab95ce4c_540x.png?v=1673022053 540w, //piante.ca/cdn/shop/products/bonsai_3_90169631-3d3d-4a5e-aae4-e97dab95ce4c_720x.png?v=1673022053 720w, //piante.ca/cdn/shop/products/bonsai_3_90169631-3d3d-4a5e-aae4-e97dab95ce4c_900x.png?v=1673022053 900w, //piante.ca/cdn/shop/products/bonsai_3_90169631-3d3d-4a5e-aae4-e97dab95ce4c_1080x.png?v=1673022053 1080w",""
"1701424102-23","https://piante.ca/","Medium Plants","https://piante.ca/collections/medium-plants","","6.5"" Lipstick Vine Hanging Basket
$47.99","https://piante.ca/collections/medium-plants/products/6-lipstick-vine","6.5"" Lipstick Vine Hanging Basket","$47.99","A vining plant with waxy, pointy leaves and blooms in vibrant clusters of red blossoms from a maroon bud. Lipstick Plants can grow full, lush vines up to three feet long. The leaves sprout maroon buds with red flowers, and they look very similar to a tube of lipstick. Blooming spring, summer, and fall – this plant will add a bright touch of the tropics to any home.","//piante.ca/cdn/shop/products/6HBLipstickVine_360x.png?v=1674825865 360w, //piante.ca/cdn/shop/products/6HBLipstickVine_540x.png?v=1674825865 540w, //piante.ca/cdn/shop/products/6HBLipstickVine_720x.png?v=1674825865 720w, //piante.ca/cdn/shop/products/6HBLipstickVine_900x.png?v=1674825865 900w, //piante.ca/cdn/shop/products/6HBLipstickVine_1080x.png?v=1674825865 1080w","//piante.ca/cdn/shop/products/TransparentBackground_3_786df00d-9b6b-4898-b1c8-a4227eedd2b8_360x.png?v=1674825867 360w, //piante.ca/cdn/shop/products/TransparentBackground_3_786df00d-9b6b-4898-b1c8-a4227eedd2b8_540x.png?v=1674825867 540w, //piante.ca/cdn/shop/products/TransparentBackground_3_786df00d-9b6b-4898-b1c8-a4227eedd2b8_720x.png?v=1674825867 720w, //piante.ca/cdn/shop/products/TransparentBackground_3_786df00d-9b6b-4898-b1c8-a4227eedd2b8_900x.png?v=1674825867 900w, //piante.ca/cdn/shop/products/TransparentBackground_3_786df00d-9b6b-4898-b1c8-a4227eedd2b8_1080x.png?v=1674825867 1080w"
"1701424104-24","https://piante.ca/","Medium Plants","https://piante.ca/collections/medium-plants","","6"" ZZ Plant
$49.99","https://piante.ca/collections/medium-plants/products/6-zz-plant","6"" ZZ Plant","$49.99","The ZZ plant, otherwise known as Zamioculcas zamifolia or Zanzibar Gem, is a popular houseplant with deep green, glossy leaves that bring a tropical look to any space. It’s known for its interesting aesthetics, air-purifying abilities, and easy-to-care nature. Moreover, it’s one of the hardest plants to kill, making it the perfect choice for beginners and busy plant parents! Even if you forget to water it for days, this hardy plant won’t mind, and it will still thrive.","//piante.ca/cdn/shop/products/6-zz-plant-piante-plants_360x.png?v=1641265686 360w, //piante.ca/cdn/shop/products/6-zz-plant-piante-plants_540x.png?v=1641265686 540w, //piante.ca/cdn/shop/products/6-zz-plant-piante-plants_720x.png?v=1641265686 720w, //piante.ca/cdn/shop/products/6-zz-plant-piante-plants_900x.png?v=1641265686 900w, //piante.ca/cdn/shop/products/6-zz-plant-piante-plants_1080x.png?v=1641265686 1080w",""
